Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Бевз,Леонід,Олексійович,Чоловіча,06.02.1940,Ювелір,місто Хотин,"провулок Професора Каришковського, буд. 8 кв. 6, Баранівка, 29672",433-43-47,isirobaba@example.com
Слюсар,Зиновій,Олегович,Чоловіча,22.02.1985,Мікробіолог,селище Борислав,"проспект Середньофонтанська, буд. 5, Коростень, 07466",053 743 75 21,okseniia80@example.com
Ажажа,Костянтин,Іванович,Чоловіча,16.11.1994,Краєзнавець,хутір Новогродівка,"узвіз Івана Франка, буд. 4 кв. 667, Шепетівка, 69745",+380 (75) 991-20-22,iustyna52@example.com
Корпанюк,Пармен,Іванович,Чоловіча,23.03.1950,Науковець,селище Новодністровськ,"шосе Соляний 3-й, буд. 378 кв. 37, Бунге , 41169",+380 (20) 235-53-13,iaroshivan@example.com
Ємець,Гордій,Анатолійович,Чоловіча,21.04.1991,Пекар,хутір Синельникове,"вулиця Короленка, буд. 7 кв. 481, Надвірна, 43374",+380 90 671 03 24,serhii70@example.com
Корсун,Амвросій,Олексійович,Чоловіча,05.04.1974,Мовознавець,місто Феодосія,"парк Луценка Івана, буд. 472 кв. 043, Павлоград, 31586",+380 55 247-12-07,havryliukanton@example.com
Саченко,Данило,Вікторович,Чоловіча,19.12.1962,Бібліотекар,хутір Лубни,"проспект Лінія 49-та, буд. 3 кв. 3, Бурштин , 55766",030 761 44 82,frantsshcherbak@example.org
Бакуменко,Аркадій,Олегович,Чоловіча,18.12.1977,Няня,селище Брянка,"парк Чубаївська, буд. 175 кв. 9, Золоте, 22527",+380 00 634-96-79,vernyhorabohdan@example.com
Данченко,Мирон,Іванович,Чоловіча,05.06.1983,Детектив,село Родинське,"сквер Морехідна, буд. 1 кв. 344, Одеса, 02286",+380 23 765-59-94,qtaran@example.net
Гузь,Марко,Вікторович,Чоловіча,13.09.1965,Фермер,хутір Золотоноша,"проспект Новий, буд. 082, Богодухів, 38821",+380 90 228 88 04,olesdutka@example.net
Колодуб,Олесь,Петрович,Чоловіча,03.03.1992,Графік,село Дніпрорудне,"проспект Радісний, буд. 79 кв. 1, Мукачево, 81334",854-05-32,zynoviinosachenko@example.org
Бандура,Нестор,Анатолійович,Чоловіча,03.05.1988,Історик,селище Бібрка,"площа Дальницька, буд. 1, Благовіщенське, 16046",+380 05 849-43-86,sviatoslava06@example.com
Перебийніс,Павло,Анатолійович,Чоловіча,18.06.1972,Кінолог,селище Докучаєвськ,"площа Кузнечна, буд. 436 кв. 116, Зимогір'я, 88414",+380 (37) 353-65-27,kyrylo23@example.net
Александренко,Дан,Олексійович,Чоловіча,11.09.1971,Слідчий,місто Нетішин,"площа Аеропортівський 2-й, буд. 2, Тернопіль, 39812",+380 25 532-24-88,iustymhavrysh@example.com
Цюпа,Іван,Юрійович,Чоловіча,27.03.1973,Електрик,хутір Голубівка,"провулок Казанська, буд. 76 кв. 91, Дніпрорудне, 09401",963-81-64,solomonkolodub@example.net
Яценюк,Макар,Олександрович,Чоловіча,07.07.1981,Юрист,селище Почаїв,"проспект Гранатна, буд. 438, Старокостянтинів, 53546",264-95-75,serhii09@example.net
Фоменко,Алевтин,Вікторович,Чоловіча,28.11.1999,Ювелір,хутір Марганець ,"узвіз Рекордний, буд. 6 кв. 6, Богуслав, 60959",+380 42 195-58-01,fareniukandrii@example.com
Романенко,Онисим,Юрійович,Чоловіча,25.12.1945,Няня,селище Турка,"площа Вчительська, буд. 4 кв. 4, Хмельницький, 47637",+380 (80) 921-54-84,savenkodemyd@example.com
Макаренко,Франц,Петрович,Чоловіча,29.06.1972,Локсмайстер,хутір Борзна,"парк Шкільний аеродром, буд. 687 кв. 384, Кам'янка-Дніпровська, 16305",104 07 65,mariiaandriienko@example.org
Верменич,Василь,Іванович,Чоловіча,06.08.1972,Професор,місто Фастів,"провулок Новгородський, буд. 442, Брянка, 84394",+380 42 610 52 46,isaienkostanislav@example.com
Вишняк,Зиновій,Юрійович,Чоловіча,14.12.1991,Психолог,село Борзна,"сквер Київське, буд. 287, Шепетівка, 96266",+380 (97) 634-23-75,dzyndraihor@example.com
Сагаль,Йосип,Олександрович,Чоловіча,09.03.1969,Філолог,хутір Новий Розділ,"сквер Соляний 7-й, буд. 36, Дергачі, 87639",097 583-63-75,vatamaniukdaryna@example.com
Заєць,Владислав,Вікторович,Чоловіча,08.02.1982,Ботанік,місто Білопілля,"шосе Оборони Ленінграду, буд. 82, Часів Яр, 48880",301 65 69,khrystynakhrystych@example.net
Остапчук,Віталій,Олегович,Чоловіча,22.12.2000,Клоун,селище Буськ,"парк Костанді 2-й, буд. 73 кв. 473, Радомишль, 65982",387 22 81,chalyiedyta@example.com
Рудик,Франц,Олегович,Чоловіча,13.11.1985,Етнограф,селище Старий Самбір,"сквер Тульська, буд. 24 кв. 5, Сорокине, 86507",+380 48 613-12-60,hordiihupalo@example.net
Фоменко,Охрім,Вікторович,Чоловіча,28.12.1956,Машиніст,село Олевськ,"площа Крушельницької, буд. 95, Южне, 67018",+380 21 568 36 07,ntalan@example.net
Заруба,Прохір,Анатолійович,Чоловіча,22.04.1951,Гірничий інженер,селище Тальне,"площа Бернардацці, буд. 3, Монастириська, 89233",041 832 94 05,dkarpenko@example.com
Тягнибок,Аврелій,Юрійович,Чоловіча,27.05.1998,Публіцист,хутір Кагарлик,"провулок Сортувальна 1-ша, буд. 70, Ізяслав, 62125",248 68 33,frantsarkhymovych@example.com
Зінкевич,Аарон,Петрович,Чоловіча,12.11.1967,Євнух,селище Коростень,"проспект Васнецова, буд. 162, Сорокине, 07928",+380 77 001 05 62,androshchuksviatoslava@example.com
Козаченко,Орест,Вікторович,Чоловіча,24.10.1937,Кур'єр,місто Великі Мости,"набережна Пугачова, буд. 249, Таврійськ, 27917",083 266 22 83,riabetsviacheslav@example.com
Теличенко,Варфоломій,Іванович,Чоловіча,19.08.2002,Фармацевт,селище Знам'янка,"парк Лінія 40-ва, буд. 923 кв. 922, Першотравенськ, 88974",+380 92 323-42-47,tsarenkopanteleimon@example.org
Атаманчук,Панас,Іванович,Чоловіча,31.12.1948,Архітектор,хутір Середина-Буда,"узвіз Чайковського, буд. 572, Скалат, 16974",222-75-57,skoryklarysa@example.org
Копитко,Теодор,Іванович,Чоловіча,29.06.2005,Модельєр,місто Корюківка,"сквер Валіховський, буд. 292 кв. 4, Решетилівка, 77942",+380 (02) 441-95-45,shcherbanvarvara@example.net
Оніщук,Святослав,Анатолійович,Чоловіча,17.02.2006,Продюсер,хутір Сарни,"узвіз Старопортофранківська, буд. 9 кв. 0, Шпола, 38651",846-51-55,iovsiienko@example.net
Проценко,Гліб,Іванович,Чоловіча,09.06.1979,Паралегал,село Золоте,"провулок Конструкторський, буд. 661 кв. 376, Ківерці, 61515",732 90 90,mdanylenko@example.net
Ящук,Петро,Вікторович,Чоловіча,22.10.1987,Фермер,село Калинівка ,"шосе Сімферопольська, буд. 2 кв. 490, Зборів, 32769",057 959-12-48,zorianmishchenko@example.com
Ляшко,Артем,Олегович,Чоловіча,04.05.1965,Гірничий інженер,місто Яготин,"площа Дюківський сад, буд. 67 кв. 0, Приморськ (Україна), 86030",+380 96 588 32 71,rebrykoles@example.net
Чабан,Роман,Олександрович,Чоловіча,12.02.1945,Водій,хутір Старий Крим,"шосе Амбулаторний, буд. 359 кв. 716, Новоазовськ, 32510",+380 34 328 99 58,korpaniuksymon@example.net
Червоненко,Венедикт,Юрійович,Чоловіча,30.01.1961,Кур'єр,місто Устилуг,"набережна Сімферопольська, буд. 0 кв. 54, Березань , 58783",437 59 97,babenkoaaron@example.com
